BA_Low	YA_Low	BA_Ctl	YA_Ctl	BW_Low	YW_Low	BW_Ctl	YW_Ctl	BB_Low	YB_Low	BB_Ctl	YB_Ctl	BX_Low	YX_Low	BX_Ctl	YX_Ctl	BC_Low	YC_Low	BC_Ctl	YC_Ctl	BY_Low	YY_Low	BY_Ctl	YY_Ctl	BD_Low	YD_Low	BD_Ctl	YD_Ctl	BZ_Low	YZ_Low	BZ_Ctl	YZ_Ctl	AA_Low	AD_Low	AC_Ctl	AB_Low	AC_Low	AA_Ctl	AB_Ctl	AD_Ctl	AW_Ctl	AW_Low	AX_Ctl	AX_Low	AY_Ctl	AY_Low	AZ_Ctl	AZ_Low
17998.6774992199	29278.1812025793	22180.6384030036	28281.520467099	19179.2530581318	22444.391431069	19793.2532497812	25043.5188219438	23649.1135432672	29823.8432472093	21889.3833213404	28328.5921068547	17619.4004935929	24002.950206106	20230.8933245505	24196.0434972528	17436.3855156222	25600.3874951397	19258.4142625674	26310.0635650532	23167.2540222136	22446.2995897973	23479.2216196949	23190.8617992283	23957.4031064806	19442.7739219894	21019.8460506679	24437.2749473026	21512.9941523086	27701.2445363825	19494.4162068958	26809.4358193075	12389.8667168531	11984.2247473305	12267.5916309859	13784.8137978479	14166.1997774356	12050.3428298585	15644.5648017385	15885.6457806399	14646.9230711615	15415.7671077761	12957.9837729605	14431.0447291906	10697.3157182653	9950.58829953311	12102.4891168194	14238.8451933094
0.914419905030277	0.929710227457809	0.982130022668701	0.975979219567763	0.974108567526434	0.981701610876685	0.957860025498557	0.969994088443442	0.956247743271462	0.971841072035567	0.970290817335739	0.982318392229944	0.960929121755066	0.941409262470832	0.869290495912574	0.966237145033482	0.93894954222724	0.966092544828085	0.938601867578693	0.975834375140751	0.95413422974999	0.900838090438539	0.955712043333962	0.936225216084094	0.938298795177782	0.771094452814011	0.970251329427317	0.92662992251705	0.941585843008155	0.953448606303309	0.93251830391498	0.972120279814673	0.94827427867864	0.939681085380612	0.938904201223616	0.951334910358401	0.942670418154013	0.881553024482259	0.733690000209752	0.773134918003466	0.790527727604914	0.953339563579554	0.914783297357354	0.917650423522424	0.908752587409235	0.923957045243498	0.951618630221774	0.831316109762417
0.943775202465948	0.972765395872774	0.978184226756887	0.982598743590277	0.979116170602505	0.982951526944211	0.954489846742625	0.976180706042757	0.982131970244357	0.982843936862987	0.972137760536234	0.978927290233162	0.951037905314358	0.968528164020787	0.926636674727315	0.977736426073339	0.929840166618284	0.976592692173123	0.966386628506471	0.969751539049518	0.966190212369639	0.969534168250564	0.939114731999902	0.90916497206262	0.955790484129107	0.877324550756301	0.970981433255326	0.963966014237898	0.95454729966616	0.939686357593505	0.964605721035615	0.942655338642439	0.969304394223043	0.959901136842302	0.954242153884118	0.968318422327535	0.956414163302239	0.943114061551717	0.956362036808547	0.901528069405129	0.947144534851201	0.939193247567434	0.951722432414088	0.897778363490041	0.9513630195151	0.942092761033668	0.967297410331273	0.90627099462131
0.943993546596291	0.973518581568815	0.984566363933926	0.979002969927748	0.974395164206919	0.987829291082667	0.953146445411755	0.978421731719133	0.967530469189234	0.98398556504823	0.972390466849735	0.983861288230691	0.974001968575847	0.963401672888383	0.895226922630008	0.980190251233986	0.953922880275009	0.984131383466188	0.961807422869041	0.976838918648195	0.976125643531143	0.965941569855437	0.935355465259933	0.924975397324695	0.950556119544397	0.956946226961992	0.972863941903997	0.956169847696032	0.975438827640493	0.963483272216558	0.972301082577418	0.97572663465648	0.976280803266986	0.974965666129111	0.949166895337196	0.979432472184648	0.953251627482574	0.969715819588698	0.963185740333337	0.968014046606485	0.956834603427871	0.859459408180595	0.960733012944152	0.948026472309076	0.973237854564624	0.968518261658709	0.971686270460923	0.946767136867049
0.897375739028326	0.975813816475189	0.983250905547525	0.984774452280881	0.982401847330721	0.9869711544615	0.955492152920113	0.966575937350488	0.969680812916606	0.982927012992194	0.977755672346743	0.982095605866474	0.959454485432731	0.95777285933474	0.929527132700981	0.971575441180108	0.852647294146277	0.988689829895532	0.974927857236009	0.968019223614967	0.959563808901596	0.970005725127015	0.971226774849794	0.977836819057583	0.964647636732624	0.968340836014156	0.969612065130204	0.971332572249639	0.976519969445882	0.955508186877806	0.965577222872612	0.971959028837958	0.975012558441732	0.975761232377218	0.97416709865693	0.983216990624772	0.96031007572459	0.973551077864788	0.972455648242492	0.972134469263974	0.975479498233919	0.935096472531752	0.970197825977762	0.961530299348542	0.979006399159938	0.978390575556445	0.97650677843631	0.950464286270042
0.939461043899508	0.984896044375306	0.986007262321662	0.979810186768454	0.965047746066252	0.987737620789595	0.972619653928356	0.94379412598949	0.975732761671061	0.987368614901363	0.978483874947565	0.976040709623768	0.968002491888125	0.964750799618172	0.970013669232666	0.97958606797077	0.904682315683107	0.990516734072731	0.982824299934007	0.97194957242149	0.977319313576207	0.982216841068252	0.981161191203989	0.983608843772539	0.977390310691388	0.976954035269758	0.977794026433699	0.979785365573828	0.976573686180518	0.974742079299721	0.978686462055547	0.987778392274466	0.972205722197239	0.979579366417954	0.980056183312787	0.980204767563252	0.967122831777825	0.974035072231279	0.976700260508092	0.977192922409705	0.982014254608207	0.963170536584426	0.980413235073546	0.97883024504479	0.974647464408758	0.980278618730095	0.964030237701246	0.964894079842711
0.973226758103619	0.978341467390688	0.978750965650829	0.980112114397492	0.958899525653508	0.991440088254354	0.975127980628203	0.966009855487882	0.982183505685326	0.987914335343382	0.980277233810649	0.985353412386696	0.956131469152574	0.975997225732723	0.97888535282579	0.982495615006829	0.972965400406116	0.989104904856362	0.988065692663053	0.977101618987068	0.986535867231002	0.986515787611375	0.985681986766276	0.983758845534432	0.983343064620608	0.978752357251603	0.980905252074173	0.982733529043033	0.98741753961185	0.98765231235334	0.98555275693957	0.985452429857658	0.973554854187631	0.984653786746957	0.984176897289954	0.976229686273885	0.978802463099383	0.975360338889189	0.977211506599438	0.976245063820057	0.979913211007264	0.97245307720638	0.984589617790894	0.984066897440474	0.96318527746403	0.975944164255219	0.971494245256379	0.964909737840593
0.972953633359083	0.980206424966535	0.9596545203294	0.985141194923084	0.961105482152861	0.99041426707347	0.967038969909512	0.975195858188655	0.98830294756186	0.990842792129639	0.976393675079491	0.978759027746791	0.973674770327908	0.986748265989255	0.985833390065189	0.987853913853381	0.979881553718567	0.990291349425385	0.990176431969297	0.980139309910235	0.988220917261916	0.987031514305556	0.988315325343233	0.984205795187977	0.985040128010303	0.97869632301018	0.97657006379102	0.982182953054128	0.989520837633038	0.988832459535917	0.98352036920967	0.988351970865105	0.976811514420749	0.98059874758455	0.981084979933997	0.974657136495578	0.979559437290166	0.981744211099747	0.975149816617584	0.973674801099198	0.983405232536017	0.963602703552586	0.984186538667163	0.984983512302549	0.965609134601313	0.976883269778685	0.967543774806697	0.965205367154543
0.9732253571696	0.975552034831206	0.931084034061309	0.987371774187169	0.957996824041271	0.990828729058867	0.969497460783315	0.975896182966319	0.989678464351649	0.99142908833272	0.981790078334567	0.984236725487371	0.97292280425194	0.984902484401727	0.987343534493204	0.988203872819796	0.980765701900627	0.990268694146175	0.990182960802581	0.979562254644097	0.987870713531868	0.988628272613422	0.989453464239196	0.985812953388522	0.985272738803278	0.983254913583992	0.972047350499782	0.983700038827458	0.990330752598987	0.990669367447321	0.981789774648022	0.988551374273255	0.97291349011345	0.98191509047362	0.978508671899802	0.980396212234351	0.980699068284112	0.98228592193264	0.977418302895312	0.972858545325389	0.984730334434523	0.97013000741697	0.983840809149266	0.97699647371957	0.964972264528701	0.971518886846753	0.964658250091912	0.96642846817487
0.977551818086679	0.98348576078718	0.971988572094501	0.986013991655945	0.933818015234661	0.990715258525258	0.972359174854237	0.970217985495118	0.989310434122885	0.990900209582792	0.973959213852546	0.983016000014755	0.972814200282923	0.990490084749467	0.987134822821522	0.988905718356598	0.986642093497207	0.988963770310341	0.987992371038493	0.983513681335494	0.986209719914468	0.98970823588091	0.99005484968242	0.987951799366421	0.986022801167778	0.985352191396712	0.974580768264973	0.982040684681991	0.990348695677097	0.989718879036576	0.978579384405139	0.984828166868881	0.972790557674196	0.979076179127718	0.978940562133465	0.957224116654863	0.981814738543007	0.983354796986726	0.980320666414128	0.980033018479995	0.979704151780858	0.932298958864681	0.97980467395222	0.979153591673064	0.967309625057289	0.97034383230152	0.957066938173726	0.919977583141467
0.968830924414506	0.981018723601355	0.910504839022111	0.98179371444348	0.765966352604139	0.989826923644318	0.962104312643579	0.978039685832247	0.983519079901954	0.989622315831028	0.970247773707678	0.983644682515382	0.967790631556501	0.990875337860302	0.987497191615658	0.980690457207655	0.985089872431655	0.986940734818013	0.978304404961293	0.945541890881293	0.985212387052365	0.989637017810941	0.988709740739984	0.978937117962469	0.979970160763483	0.984957889229285	0.973783136109499	0.983550905134499	0.982726540501044	0.984717580140904	0.928829475229398	0.983395269810384	0.969086284753402	0.981613801147133	0.976604862424108	0.949011495788681	0.982466419884521	0.97852802236095	0.969639696556588	0.977233903095646	0.982089734825363	0.904317557520053	0.98081404376393	0.97415541508642	0.971916973469267	0.970528364451058	0.963532391567656	0.905453733971663
0.953771480847732	0.978431506036343	0.942060727161406	0.95113086711929	0.829572149342799	0.988069145951592	0.962604188375094	0.975730063170611	0.964004719617041	0.985475011617945	0.96669545560062	0.982882223344918	0.963094839803565	0.985781983421216	0.983816460792887	0.978658447594601	0.983043226932216	0.985750206885063	0.966052122427896	0.966497923403975	0.977593383906907	0.982061773604031	0.987020610170179	0.967750446545723	0.975198723321237	0.984875650978266	0.987191019717604	0.978888748896015	0.977586635043154	0.986007039019431	0.875266328328543	0.98063904809571	0.962675927677896	0.972199716125395	0.970258414080868	0.94935561505291	0.982227041001818	0.980498259592747	0.959122251817309	0.963902795898213	0.981931474577193	0.730698166476246	0.976852197472204	0.973466168698041	0.970690893047275	0.966986484780075	0.963430345466447	0.859545240257119
0.964799645358774	0.973947356918006	0.890751674367537	0.950378519397146	0.840474026333711	0.986395345513693	0.932262152061604	0.976824957325562	0.958162220863551	0.986357339271866	0.973211472018329	0.980212315266241	0.968631408318948	0.981488566595838	0.980734193944463	0.979258590643034	0.985280789744717	0.986433353796798	0.975844119807819	0.965678186298911	0.980694076289495	0.984121075732781	0.987587240593991	0.954682014204046	0.970796166056152	0.984889445560709	0.986794812241559	0.979543997460828	0.958673072644526	0.98659102860455	0.846238642724198	0.983436108346701	0.958815264354678	0.971912296283901	0.958346672232875	0.937474954022596	0.979348202118116	0.978412784022288	0.961798158255199	0.954325794188615	0.980526633402121	0.790419672142613	0.974918225206711	0.972235749673367	0.961941081190233	0.970076609339664	0.953905981351505	0.863249019121169
